paper,kind,value,url,context
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.3390/make6020065,https://doi.org/10.3390/make6020065,"…yss, R. (2024). Cross-validation visualized: A narrative guide to advanced methods. Machine Learning and Knowledge Extraction, 6(2), 1378–1388. https://doi.org/10.3390/make6020065[30] Bowen, D., & Ungar, L. (2020). Generalized SHAP: Generat- ing multiple types of explanations in machine learning. arXiv Preprint: 2006.07155. [31] Tligui,…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1016/j.dib.2024.110457Pdf_Folio:2121,https://doi.org/10.1016/j.dib.2024.110457Pdf_Folio:2121,"…024). Pediatric respiratory infections: Epidemiological and etiological data from a cohort of 801 Moroccan children. [Data set]. Mendeley Data. https://doi.org/10.1016/j.dib.2024.110457Pdf_Folio:2121 Artificial Intelligence and Applications Vol. 00 Iss. 00 2026 [32] Perikova, E. I., Filippova, M. G., Makarova, D. N., & Gnedykh, D. S. (2024). The benefits o…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1007/s11055-024-01609-7,https://doi.org/10.1007/s11055-024-01609-7,"…Gnedykh, D. S. (2024). The benefits of labeling in fast mapping and explicit encoding. Neuroscience and Behavioral Physiology, 54(3), 424–433. https://doi.org/10.1007/s11055-024-01609-7[33] Elkari, B., Chaibi, Y., & Kousksou, T. (2024). Random forest with feature selection and K-fold cross validation for pre- dicting the electrical and thermal…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1016/j.egyr.2024.07.002,https://doi.org/10.1016/j.egyr.2024.07.002,"…oss validation for pre- dicting the electrical and thermal efficiencies of air based photovoltaic-thermal systems. Energy Reports, 12, 988–999. https://doi.org/10.1016/j.egyr.2024.07.002[34] Talan, T. (2026). Effectiveness of machine learning meth- ods in predicting water potability: A comparative study. Water Resources Management, 40(1), 25. h…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1007/s11269-025-04421-1,https://doi.org/10.1007/s11269-025-04421-1,"…(2026). Effectiveness of machine learning meth- ods in predicting water potability: A comparative study. Water Resources Management, 40(1), 25. https://doi.org/10.1007/s11269-025-04421-1[35] Abdumalikov, S., Kim, J., & Yoon, Y. (2024). Performance analysis and improvement of machine learning with various feature selection methods for EEG-based…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.3390/app142210511,https://doi.org/10.3390/app142210511,"…improvement of machine learning with various feature selection methods for EEG-based emotion classifica- tion. Applied Sciences, 14(22), 10511. https://doi.org/10.3390/app142210511[36] Iranzad, R., & Liu, X. (2025). A review of random forest-based feature selection methods for data science edu- cation and applications. International Journ…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1007/s41060-024-00509-w,https://doi.org/10.1007/s41060-024-00509-w,"…feature selection methods for data science edu- cation and applications. International Journal of Data Sci- ence and Analytics, 20(2), 197–211. https://doi.org/10.1007/s41060-024-00509-w[37] Cheng, H., Wen, Z., Zhao, Y., Wu, Z., Ren, X., & Yue, Z. (2024). Effect and optimization of geometric parameters and arrangement on film cooling performanc…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1016/j.icheatmasstransfer.2024.107868,https://doi.org/10.1016/j.icheatmasstransfer.2024.107868,"…rmance of fan-shaped holes based on generalized regression neural network. International Communications in Heat and Mass Transfer, 158, 107868. https://doi.org/10.1016/j.icheatmasstransfer.2024.107868[38] Tso, C. F., Lam, C., Calvert, J., & Mao, Q. (2022). Machine learning early prediction of respiratory syncytial virus in pedi- atric hospitalized patients.…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.3389/fped.2022.886212,https://doi.org/10.3389/fped.2022.886212,"…2). Machine learning early prediction of respiratory syncytial virus in pedi- atric hospitalized patients. Frontiers in Pediatrics, 10, 886212. https://doi.org/10.3389/fped.2022.886212[39] Lovri´c, M., Bani´c, I., Laci´c, E., Pavlovi´c, K., Kern, R., & Turkalj, M. (2021). Predicting treatment outcomes using explainable machine learning in chi…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.3390/children8050376,https://doi.org/10.3390/children8050376,"…Kern, R., & Turkalj, M. (2021). Predicting treatment outcomes using explainable machine learning in children with asthma. Children, 8(5), 376. https://doi.org/10.3390/children8050376[40] Amaral, J. L., Lopes, A. J., Jansen, J. M., Faria, A. C., & Melo, P. L. (2012). Machine learning algorithms and forced oscillation measurements applied to…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1016/j.cmpb.2011.09.009How,https://doi.org/10.1016/j.cmpb.2011.09.009How,"…lied to the automatic identification of chronic obstructive pulmonary disease. Com- puter Methods and Programs in Biomedicine, 105(3), 183–193. https://doi.org/10.1016/j.cmpb.2011.09.009How to Cite: Uddin, K. M. M., Ansary, A., Uddin, N., & Bhuiyan, MT. A. (2026). Explainable AI-Driven Clinical Decision Support for Mortality Risk Stratification in…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.47852/bonviewAIA62028365Pdf_Folio:22,https://doi.org/10.47852/bonviewAIA62028365Pdf_Folio:22,…riven Clinical Decision Support for Mortality Risk Stratification in Pediatric Respiratory Disorders. Artificial Intelligence and Applications. https://doi.org/10.47852/bonviewAIA62028365Pdf_Folio:22 2
